text_a	text_b	label
网传桃子和西瓜一起吃会致命 营养专家：没听说过	桃子和西瓜一起吃会中毒？年年辟谣还有人信	unrelated
一试便知:洋葱治疗膝盖疼痛效果极其惊人	膝盖疼痛——用洋葱治疗效果惊人	agreed
太原千峰北路发生爆炸了？太原网警公安调查结果！	#网警辟谣#科普【挖器官往事】！	unrelated
网传“峡山火灾烧死多人”事情真相是这样子的~	“湖南兰山县”烤火引发火灾 烧死5人 系谣言	unrelated
三丸阿司匹林+它洗头，不管“白”发有多野，3天黑似焦炭不染发	染发后如何洗头不掉色？八个秘诀让你发色持久有光泽！	unrelated
岳云鹏师弟狂损冯小刚，郭德纲发火台下指着就骂！好犀利	岳云鹏师弟狂损冯小刚，郭德纲发火台下指着就骂！	agreed
晚上夫妻生活等于慢性自杀？这个你一定要知道！	精辟-晚饭后这样锻炼等于慢性自杀？赶紧停了！	unrelated
48岁王菲近照，小腹隆起疑怀上第三胎？谢霆锋却开心不起来！	47岁王菲近照曝光，竟然已怀第三胎？谢霆锋的回复绝了！	agreed
威海人谁家里还有这种老缝纫机？发财了，价格比原来翻了50倍！	农民注意，家里有老式缝纫机的发财了，赶紧回家找	unrelated
民国九年袁大头市场价值	民国九年袁大头现在好不好出手？现在行情怎样	agreed
约女朋友出来吃大餐，点了8个菜其中3道海鲜，喝8瓶啤酒晕乎乎	你老公的啤酒肚可不是喝出来的！而是吃了它！你肯定不知道	unrelated
iPhone X 定制版曝光，颜值爆表，售价惊喜！	“开水烫死玳瑁”谣言背后的文化糟粕	unrelated
生吃这一常见蔬菜，防癌抗癌还养生	这6种蔬菜，轻松几步在家种，吃的放心还能防癌抗癌延寿	unrelated
吹风机如何神奇治病	奇闻！吹风机竟然能治病	agreed
茅台正式进入李宝芳时代 股票上涨5.60%!	茅台回应限产囤货提价传言：今年决不提高茅台酒出厂价	unrelated
央视都播了！60岁以下逮捕罚款，今天起全国严查棋牌室？	四川省公安厅辟谣：“全国将严查棋牌”是假新闻	disagreed
五五开首次承认小号开挂被封 但是我朋友测试外挂被封！	PDD为回应开挂谣言“出卖”老婆，沈灵敏这回要被“逼疯”啦！	unrelated
女生喝红糖水真的补血吗？百分之99的人都错了，男朋友注意了	超过40岁的男人，要警惕身体这9个告急信号！	unrelated
换了智能电表电费翻一番	自从换了智能电表后家里的电费就蹭蹭地往上涨，这中间有猫腻吗？	agreed
娱乐圈内幕：今年跨年晚会的3组“零点大咖”，谁接刘德华的班	谢贤说谢家的媳妇只有张柏芝，王菲别想进谢家！谢霆锋要哭了	unrelated
冯小刚说的没错，就是“垃圾”观众太多了！	冯小刚说的垃圾观众，在《演员的诞生》现场就有不少	unrelated
古墓里没有氧气 为何长明灯还能千年不灭？原因其实很简单	揭秘：在古墓里的“长明灯”为何千年不灭？其实它的原理很简单	agreed
农村的村干部应该有哪些人来当？看看国家出台的新规	郑爽恋情一直扑朔迷离，这次杨洋终于公开承认恋情了	unrelated
43岁林志玲再陷怀孕传闻，网友期待她和言承旭修成正果！	连央视都辟谣了，你还不信？居然说《致歉》没公章，是假的	unrelated
四川嬢嬢说：我用面粉洗出了“胶”……躺枪的怎么又是面筋？	衡阳辟谣“市长违纪被查”：已启动对谣言源头进行追踪	unrelated
烟王褚时健去世	别再传谣了，“烟王”、“橙王”褚时健活得好好的	unrelated
吴君如大点鸳鸯谱，古天乐终于与郭采洁公开恋情	又一对因戏生情的“国民CP”，古天乐郭采洁公开恋情了？	agreed
白糖蒸鸡蛋，一招搞定咳嗽	白糖蒸鸡蛋：一招搞定咳嗽（真神奇！）很多人都不知道！	agreed
吴京出家	战狼中的吴京没看够，你看看吴京出家的时候	unrelated
36岁玲花全家近照曝光，老公身价过亿，曾差点解散凤凰传奇！	房祖名带欧阳娜娜见父母，成龙：她是不错的女孩，章子怡都不敢怼	unrelated
太原千峰北路发生爆炸了？太原网警公安调查结果！	【辟谣】朋友圈疯传北海税局已经全国联网？经核实：假的！	unrelated
她身患癌症仍坚守岗位 比肩董卿	才华不输董卿，抗癌10年终返央视，今癌症复发瘦成纸片人！	unrelated
已生女宝，32周就已确定，给姐妹们分享下我的症状	给老公生了个小情人，女儿快两个月了，分享孕期症状，接女儿的进	agreed
最高法公布：醉驾可以免刑了！	醉驾可免处罚 ？年底了小心被谣言坑了！	disagreed
经纪人亲承博卡挖角特维斯 8月决定野兽未来	特维斯拿世界第一年薪却想着重返博卡，中超为何留不住大牌外援？	unrelated
三亚来了10000多个外地人,专偷孩子摘器官	胃溃疡竟因饭后这件小事？别在轻信谣言了	unrelated
又传结婚，网曝林志玲6月份将嫁上海富豪？	林志玲终于要结婚了，婚期在今年六月，网友：还是嫁给了富豪	agreed
朱之文决定离婚？妻子现场痛哭！	大衣哥朱之文决定离婚？妻子现场痛哭	agreed
刘涛三年内还清5亿债务，背后全靠贵人相助，能猜到算你厉害	刘涛丈夫欠款4亿，刘涛：不怕，有贵人相助，与贵人有这种关系	agreed
减肥很简单，一个月减25斤，每天只用7蚕豆，赶紧了解一下	港珠澳大桥大陆段有望元旦通车！	unrelated
新版寻秦记来了，吴奇隆客串，造型特效太雷人，古天乐看了要泪崩	吴奇隆称古天乐已过时，新版《寻秦记》受网友欢迎	unrelated
女人出现这些表现，铁定是在外“藏人”了，别不信！	“夜深了，女人有这三个表现，说明她在外面偷吃了，你懂吗”	agreed
歌手总导演洪涛将离职！歌手将没有下一季？	歌手停播？洪涛确认离开湖南卫视！下一个停播将是天天向上？	agreed
白头发拔一根长三根？神解释	白头发拔一根真的会长三根吗？你被骗了好多年	agreed
散户注意：股票一旦出现几种形态，满仓买入立马暴涨	只要遇到“双龙戏水”的股票，坚决买入，必定是一波暴涨行情	unrelated
农民注意了！农村这3类人的户口会被注销，土地也将收回？	户口迁出农村，土地就将被收回？政策是这样规定的，你知道吗？	agreed
最火的团队年终奖：王者荣耀团队年终奖：100个月的工资	王者荣耀年终奖100个月工资？腾讯辟谣了	unrelated
容易生男孩的女性有这几个特征，看看你有吗？	原来女性有这几个特征，将来更容易生男孩，看看你是吗？	agreed
张一山“抑郁症、将退出娱乐圈”？首次回应，暂时死不了！	爆张一山久病缠身，准备暂时退出娱乐圈，网友炸开锅了	agreed
5月1日起，全国公交正式成为中国失联儿童安全守护点！	网警辟谣 关于四平公交车成为失联儿童守护站的辟谣	disagreed
微博宣布退出娱乐圈，发文者并非朱之文本人	大衣哥朱之文发声明称退出娱乐圈，纯属谣言请勿信！	unrelated
橘子皮竟然能通过指纹识别解锁手机	手机密码忘了？教你一招，试试橘子皮这样解锁	agreed
吃芝麻 头发会变多变黑变粗 我会告诉你嘛?	吃黑芝麻能让头发变黑，发质越变越好吗？别傻了！	unrelated
成名后抛弃前妻娶小三的男星排行，冯小刚第三，第一名果然是他	赵本山最美女徒弟，成名后抛弃贾乃亮，嫁入豪门，如今豪车相伴	unrelated
「警情通报」网传平顶山市双楼乡麦田发生火灾系谣言	网传合肥森林海小区发生火灾系谣言	unrelated
网传潘长江女儿已去世，本人却突然发微博	潘长江发微博暗讽“能这么玩儿我也是服了……”辟谣“被去世”！	unrelated
农民工最真实的生活，希望你们能留下双击！	底层农民工的真实生活写照，黑油皮肤健硕身体撑起整个家庭的希望	agreed
《我的前半生2》将拍	张一山自曝生了很漫长的病，将暂别娱乐圈	unrelated
专家教你自制美白祛斑茶，睡前喝一杯，几天斑点暗黄都不见！	每天睡前涂一“小物”，三天皱纹全不见，皮肤白皙水嫩年轻十岁	unrelated
孕妇剖腹产时被医院偷肾？所谓“丧尽天良”，其实是旧谣新传	朋友圈传言来了个犯罪团伙 高青警方辟谣：假消息	unrelated
孙俪新剧曝光！演员阵容无比奢华 赵丽颖只能是个配角	孙俪新剧曝光！演员阵容亮瞎眼，赵丽颖竟甘愿自降身价做配角！	agreed
生男生女可以自己决定,日本黑科技成功率高达80%	农村的养肝“神草”，清炒、凉拌、泡水喝，败肝火，排肝毒更健康	unrelated
吃黑巧克力能减肥？这群嘴馋胖子真能骗自己！	很多人不知道吃黑巧克力的好处，减肥又降压，以后可以放心吃了	unrelated
柠檬水防癌	鹿晗的收入，王俊凯的收入，关晓彤的收入，简直是天壤之别！	unrelated
罗晋大方承认唐嫣已怀孕，迟迟不结婚，原因却是因为这个	朱之文退出歌坛以后于文华落泪惋惜，再度献唱《纤夫的爱》挽留！	unrelated
《前半生2》女主不是马伊琍，另换其人？	食物相克知多少？这四种水果一起吃危害大，你中招了吗？	unrelated
舒淇新戏杀青宣布退出娱乐圈，被疑和冯德伦造人成功！	41岁舒淇公开要退出演员生涯，网友：怀孕了？要养胎？	agreed
再也不用花钱买胶水了，做一次成功一次！	补肾食疗小偏方	unrelated
李湘跟谁有仇呀？把女儿王诗龄往啥方向教？叫姚明女儿农村娃	最新爆料：郭富城方媛被曝下月大婚，杨幂孕象十足，有好消息	unrelated
凤凰古城又收门票，游客会不会再次用脚投票	凤凰古城被爆再收门票，游客再便宜也不买账，商家无奈关门转让	agreed
抗流感药奥司他韦 沈阳药店大多断货	抗流感病毒药奥司他韦多地断货！国产药正在加速上市	unrelated
白皮鸡蛋和黄皮鸡蛋哪种更有营养？	白皮鸡蛋就是柴鸡蛋？就比红皮鸡蛋更有营养？	agreed
茶叶水加它洗头，多年白发，最快2天开始变黑，再也不用花钱染发	满头白发别花钱去染发，茶叶水加上它洗头，3天让你白发快速变黑	agreed
涂了防晒霜还是黑？这些物理防晒好物也不可或缺啊！	用了那么久防晒，物理防晒和化学防晒的区别你知道吗？	agreed
农民偷偷在水稻田养“黄金”增产又增收，年年都是几十万！	市场出售明胶螃蟹？实乃子虚乌有！	unrelated
用几毛钱治疗风湿骨病，这个妙招真不错！	专家妙招，治疗风湿关节痛有奇效，记得收藏	unrelated
刚被保释出来的高云翔就与粉丝合照，网友：太大胆	保释后首现身！高云翔顶光头穿紧身T状态很好	unrelated
农村的这6种房明年之前必须收回，你家房子在不在其中？	农村的这6种房明年之前必须收回，快看看你家房子在内吗？	agreed
刘强东：京东老员工在北京买了别墅，未来最赚钱的行业又要实现了	刘强东辟谣开除一半员工 我们还需要人	unrelated
微信中的养生：自来水未煮沸前放食物蒸煮会致癌，真OR假？	谣言：长期吃素能抗癌（已辟谣）	unrelated
《功夫2》被央视证实将开拍，男女主已定，周星驰不再参演成遗憾	周星驰将亲自参演《功夫2》电影？周星驰助理已对此作出明确回复	unrelated
伊利董事长“失联” 被指重大信息披露有问题	伊利回应“董事长被带走协助调查”：市场传言均为谣言	unrelated
常喝纯净水会得“软骨病”	手机号这几个数最多，3月后必有财运降临，不是升官就是发财	unrelated
啤酒都含多菌灵了？这个春节还怎么过	网警提醒：啤酒含多菌灵？这是四年前的谣言了！	unrelated
老贝：中资收购，我跟AC米兰永远在一起	AC米兰危机传闻漫天 但李勇鸿辟谣称一切正常	unrelated
此国被美国打得几乎亡国，反而最恨的是中国，最大的白眼狼，！	美墨战争中墨西哥几乎亡国，美国为何没有趁机吞并？	unrelated
“中国女首富”陈丽华的“身世”秘密终于被揭开，让所有人震撼	“揭秘”中国女首富陈丽华，那些不为人知的事，有钱不算什么	agreed
5角纸币是这种，现在价值720元，遇到别花掉！	5角纸币是这种，价值580元，一定别花掉！	agreed
腰腿疼痛，肩周炎，一把艾叶巧帮忙，多年腰间盘突出轻松搞定	腰间盘突出的朋友注意了，艾叶巧妙用法，告别多年腰腿疼痛！	agreed
女生校内遭流浪狗追咬，学校扑杀遭反对！出事了，爱狗人士，人呢	女生遭流浪狗撕咬：流浪狗该保护还是驱逐，甚或？	agreed
如愿生了男宝宝儿女双全啦，希望大家都可以家有儿女，附孕期症状	进来带走男宝症状吧，已生19天，有接必中	agreed
上海人挑柑橘还分公的和母的，看底下的圆圈就知道，母柑橘更甜	王菲怀孕流产 谢霆锋为王菲哭的视频曝光	unrelated
男翻女 接女孩的快来看症状，百接百中噢	男翻女竟真的发生在我身上了，总结一下症状，喜欢女宝的来接	agreed
孩子洗完澡半小时内，如果妈妈做“这些”，其实是在危害宝宝健康	孩子晚睡的危害及健康的睡眠法则，家长们知道吗？	unrelated
什么情况？贾乃亮公司删除声明，难道和李小璐真离婚了？	外汇局谴责“外汇管制”消息不实	unrelated
张伯芝订婚巴黎，成为他的女人，谢霆锋已经成为过去式	张柏芝订婚巴黎！等了谢霆锋那么久最终选择不等了吗？	agreed
毕福剑不断被传将回央视？明年春晚上能看到他了吗？	毕姥爷要重回央视,真的吗? 据传2017年春晚名单竟有毕福剑	agreed
张杰谢娜离婚成为事实？疑似邓紫棋插足？	最新消息：谢娜被爆暧昧男助理，张杰亲自出面辟谣	unrelated
廉价iPhone X确定：一半的价 不变的性能	4500元起？廉价iPhoneX真的有	unrelated
6分钟头发乌黑告别染发，不管白发多疯狂，用橘皮这样洗就OK了	震惊！央视一哥朱军继董卿之后也将退出央视，合唱一首歌万般不舍	unrelated
张柏芝与陈冠希同出大陆酒吧上演捞金，昔日金童玉女和好如初？	贾乃亮婚变黄晓明也接着出事？微博刷屏刷爆了	unrelated
斗鱼拖欠大主播工资？斗鱼：虎牙终于搞我了！	斗鱼被曝拖欠主播工资涉及百家经纪公司	agreed
罂粟治病	听说食用罂粟可治病 临沂八旬老人非法种植千株	agreed
浙江：职工医疗互助保障3年惠及46万人	慈禧本是和珅转世，和珅上辈子是皇妃，和乾隆上演宫廷版三生三世	unrelated
“夜宿故宫”女主播：很后悔，想向工作人员道歉	女主播称夜宿故宫还睡了慈禧的床？其实就是一场闹剧！	unrelated
吴昕追忆过往情史，面对粉丝称潘玮柏老公她这样回应！	吴昕啊，要找老公就找潘玮柏这种耳朵藏不住秘密的男人吧	unrelated
榴莲不能和什么一起吃 榴莲的食用禁忌	吃了榴莲别喝酒 可能会引起酒精中毒	agreed
福建高校发展潜力排行榜出炉！填报志愿、选择专业时的重要参考！	「辟谣」河北17所本科高校转为职技学院？假消息！	unrelated
《权力的游戏》第八季2019年上映 系列迎来最终章	《权力的游戏》第八季将在2019年开播	agreed
相恋十周年，难道出现感情危机？谢娜清空张杰微博	删张杰微博？谢娜：看到某些言论很难过，以后不再分享感情	agreed
比毒蛇还毒！清明节前后，红心甘蔗不能吃！	辟谣丨“清明甘蔗比毒蛇还毒”，到底怎么回事？	disagreed
男子来到巨人国，向他们演示炸药的威力	男子来到巨人国，参观他们的菜市场	unrelated
严重警惕：威胁孩子健康的18种食物 否则，吃的越多危害越大！	健康辟谣：鸡蛋内含有大量胆固醇，中老年人不宜食用？	unrelated
范冰冰晒近距离自拍，遭网友吐槽：照片暴露了整容的痕迹？	整容女说现在是年轻人的时代了，范冰冰都没得比，毕竟老了	unrelated
喝汽水会引起骨质疏松？	打破谣言！碳酸饮料容易引起骨质疏松的说法真的对吗？	disagreed
梅姑死后，刘德华唱给她的一首歌，很多80后，90后都没听过！	刘德华最疯狂的一次，当街连杀四个人，而且每个死法都很古怪	unrelated
早晨吃姜有3大奇效 为何晚上吃毒似砒霜？	晚上吃姜毒过砒霜，以后晚上还能不能愉快的吃姜了？	agreed
农村田边有种野菜，碰断竟会流出乳汁，却是抗菌消炎抗癌的良药	这种农村里的野菜，已经很少见了，它们抗癌功效特别好，知道吗？	agreed
呼和浩特1月20日起抓拍 不系安全带	【曝光台】这不是谣言！开车不系安全带高清抓拍曝光	unrelated
老年斑最大的克星问世了 还在为祛斑着急的你 抓进来了解一下吧	药店角落里的“它”，堪称老年斑“克星”，祛斑效果堪比换脸	agreed
苦恼白发和脱发？喝水时放几粒它，不用吃药染发照样还你一头黑发	花生和它一起熬着喝，防脱发治白发，让你到了60岁也不用染发	unrelated
女人不想过早变老？平时多吃这三种水果，美容养颜还调理更年期	聪明的人喜欢吃它，清肠排毒、美容养颜，爱美的女人不能错过！	unrelated
牛人自制永动机，这机器的构造也太巧妙了吧！谁能找出破绽？	民间牛人自制永动机 这是什么原理	agreed
最健康的3种小零食，不只好吃，对身体健康也有很大好处！	杨幂证实确实离婚，看背后是谁给了她这么大的背景	unrelated
人体并没有排毒时间表，心好痛，以后再也没有借口早睡觉了	还相信“人体排毒时间表”? 专家都辟谣啦！	unrelated
晚上吃它等于慢性自杀，第一个你就经常吃！	晚上吃它等于慢性自杀，第一个你就经常吃！为了孩子，还不快看！	agreed
微信重大更新，个人微信号账号可以修改了	喜大普奔！微信号可以修改了 嫌弃的不行的微信号可以换了	agreed
拿洋葱加它放水里洗头，在严重的白发，3分钟黑如木炭！	洋葱加它洗头，再顽固的白发，七天就能乌黑浓密，从此告别染发剂	agreed
广西南宁大草坪上打小三视频	深圳要建第二机场	unrelated
“百辆军车入驻农安一中学等待震后救援” 散布谣言者被拘留7天	中酒协回应啤酒甲醛超标传言：属造谣传谣的违法行为	unrelated
2017土地新政策出台，今后农村用地将变得更加紧张	2017年农村新政策出台，有两大类的房屋将被回收处理！	unrelated
七岁女童白血病入住儿童医院，专家提醒，小心儿童这四种症状	化学博士辟谣，甲醛导致白血病？终于有人站出来说实话了	unrelated
6月起，五险一金将变成六险二金，工资会下降吗？	“五险一金”变“六险二金”？朋友圈疯传社保新政，人民日报辟谣	disagreed
海关数据暂停更新，中国外贸出了大问题	“海关数据暂停更新，中国外贸出了大问题？”紧急辟谣！	disagreed
2017年广东本科大学有哪些 2017广东十大本科学校排名	2017年海南十大本科学校排名	unrelated
忘带驾驶证开车，属于无证驾驶吗？扣多少分，怎么罚？	开车出门忘带驾驶证，到底算不算无证驾驶，碰到交警该如何应对？	unrelated
农村一男子在野外捡到好多奇石，砸开后一看，乐笑了	湖南新化回应村民组队上山“挖宝”：石头无价值有人散布谣言	unrelated
夏天在家搁条它，家里蚊子苍蝇老鼠都没有，搂着它都不用开空调	家里有小宝宝夏天不能开空调？这些带娃谣言别再相信了	unrelated
洪涛将离职湖南卫视：自古人才留不住，唯有套路得人心	《歌手》总导演洪涛离职 或将加盟视频平台	agreed
南阳发生伪装冷饮车偷小孩事件	辟谣！网传南阳发生“伪装冷饮车偷小孩”事件，真相来了！	disagreed
崔永元不惧范冰冰警告再爆猛料，原因是范冰冰的一句话刺激了他	为何王思聪不喜欢范冰冰？原因竟然是为了43岁的她	unrelated
吃西瓜感染H7N9？男子为让西瓜卖便宜点儿散布谣言	散布地震谣言者被确山县公安局依法行政拘留	unrelated
明察｜四川宜宾警方：“枪击爆头视频”是拍电影，非枪击案	宜宾网警辟谣：网传“南岸一小孩差点被陌生男子拐卖”系谣言	unrelated
交警提醒：驾驶证加分政策正式实施，每个记分周期最多21分！	手机边充电边使用会爆炸	unrelated
从北向南 全国高校王牌专业大盘点！	福建高校发展潜力排行榜出炉！填报志愿、选择专业时的重要参考！	unrelated
为防感冒半夜熏醋 一家三口呼吸困难	网传在房间里煮醋，靠熏醋就能预防感冒，这种方法靠谱吗	unrelated
张卫健父亲家暴出轨，获刘德华张国荣救济，和谢霆锋打人被封杀	张卫健辟谣什么 事件来龙去脉曝光一个举动被传吸毒	unrelated
南昌高楼大火，多人梦中被火化？视频中分明听到说外语	网传唐山市玉田县民房火灾视频均为谣传	unrelated
疑似卓伟公开表态”黄毅清所爆料的非常具有真实性“	马苏糟了？卓伟爆料黄毅清言论真实，PGone现状乘车返乡	agreed
张靓颖被爆新恋情，新男友曾是自己婚礼的伴郎，这关系有点乱！	有媒体爆料张靓颖疑有新恋情，男方是其与冯轲婚礼上伴郎之一	agreed
周润发因病去世-发嫂说大吉大利发哥很好	网传周润发已经因病不治去世了，粉丝们心痛死了	unrelated
古钱币今年更方便快速出手	古钱币出手哪里可以快速交易？	unrelated
中国股市再现十字星，黑周四或将暴涨逆袭：保利地产 华夏幸福	芯片又一龙头横空出世，利润暴涨190倍，或将碾压华峰股份成妖	unrelated
女子香水太浓，竟触发高铁火警，停车3分钟！	香水把高铁“逼停”了……	agreed
温岭洞下沙滩有人被鲨鱼咬伤	马云称2018年机会给你了，你再不把握，注定变成困难户！2	unrelated
老中医：比薏米祛湿邪好一百倍的“宝贝”轻松横扫体内10年毒	比薏米祛湿好一百倍的“东西”轻松横扫体内毒	agreed
熊乃瑾疑似怀孕，都提王宝强，熊乃瑾回应两人关系	熊乃瑾戴黑色口罩，腹部突起现机场，网友直呼王宝强：你真厉害！	agreed
不吃饭就能瘦下来？这个方法让你7天瘦9斤，其实减肥没有那么难	晚上不吃饭就能瘦下来？这个方法让你8天瘦12斤，减肥一定要看	agreed
春茶中含过量农药？	茶叶喷农药一喝就中毒 安徽食药监辟谣	unrelated
甘姿观察：苹果减肥法风声水起	酸奶苹果减肥方法	unrelated
《逐梦演艺圈》导演说《寻梦环游记》抄袭他，网友却支持他去起诉	《逐梦演艺圈》导演毕志飞给大片差评，网友：看哭了！	agreed
微信支付宣布：提现免费，网友：又没我什么事	速看！微信可以免费提现了！	unrelated
牙膏洗脸小窍门，几天就变白，赶紧学习一下	大妈用牙膏配它洗脸，大片斑点全不见了，酷似十八岁，皮肤白净	agreed
持枪藏毒案：周立波成唯一被告！在美国坐41年牢，凶多吉少？	周立波判刑41年，前妻早有预料？多篇文章细数周立波十大罪证！	unrelated
怎样用生姜治疗脱发 生姜的功效与作用	生姜真的可以治疗脱发吗？这些细节要注意	unrelated
一招解决脚脱皮儿 脚臭脚气 3天有奇效	张召忠：马六甲海峡三国与美国结盟必然爆发战争！	unrelated
狗年，狗成精会说话了	看狗狗会说话	agreed
农民大哥为了家人捡吃捡喝，一餐只吃一碗米饭一碗白开水，好心酸	农民工大哥为了家人捡吃捡喝，一餐只吃一碗米饭一碗白开水	agreed
不给孩子打疫苗？不好，这名家长莫非是感染了SB250病毒	醴陵有人感染sb250死亡_	unrelated
关晓彤敢自曝非李易峰不嫁，娱乐圈独她一个	国民闺女关晓彤直言要嫁李易峰 李易峰面对表白给出了这样的回应	unrelated
微信悄悄出新功能！网友：千万不能让女友知道……	生活妙招：大部分人不知道微信这项强大功能，可以让骗子无处藏身	unrelated
传说中有种“负卡路里食物”可以不运动就瘦性大发？	越吃越瘦的「负卡路里食物」竟然是它？	agreed
张柏芝竟想将儿子改姓，谢霆锋不回应，谢贤因一原因不介意	锋菲恋告急？张柏芝想为儿子改姓，谢霆锋却想要回家了！	unrelated
肚子一抓一把肉？7天瘦下来，每天一片生姜，连便秘湿气也好了！	肚子一抓一把肉？只需一片生姜、用几个瘦几个/连湿气便秘都好了	agreed
半路杀出33亿身价“曹操”，范冰冰李晨婚期无望，李晨怂了？	范冰冰李晨遥遥无期的婚礼，半路杀出了身家33亿的“程咬金”！	unrelated
关于开车用车的七个谣言，你一定听过！	空档滑行只为省油？这些省油谣言你别再信了！	unrelated
加工牛奶连小牛都不能喝，否则会死亡	薛之谦与前妻高磊鑫复合 网友喊话胡歌薛佳凝求复合	unrelated
国家免费给你一套120平米大房子，你愿意放弃农村，搬迁吗？	农村65岁以上老人免费体检，国家政策如此好，厉害了我的国	unrelated
王鸥“小三“传闻现身 称没有的事 问心无愧	刘恺威被爆出轨小三王鸥	unrelated
生姜又双叒叕搞事情，用它洗头，12年白发3分钟乌黑如墨	成实外教育又双叒叕出来辟谣！声明与某在线教育平台无任何关系？	unrelated
实录：UFO最真实视频大集合 -国语流畅，外星人真的存在	减肥期间肚子总饿怎么办？换种新吃法，快速控制食欲	unrelated
微信新功能，可以免费上网，只需这样设置下微信	微信这个功能可以免流量上网，只需打开微信这个地方	agreed
今年苹果丰收，但价格却暴跌，一斤不到3毛钱	苹果价格暴跌	unrelated
男人喝豆浆好处 喝豆浆能有效防治哪几种疾病	辟谣：男人不能喝豆浆？	unrelated
希特勒疯狂屠杀犹太人的原因，竟和他母亲有关？	希特勒为什么屠杀犹太人？背后原因其实很复杂！	unrelated
中华民国九年袁大头市场价格	袁篇（卅二）袁大头民国九年一元银元中发和精发版别	unrelated
微信聊天记录删除了还能看到吗？如何彻底删除微信信息，来看看吧	微信聊天记录删除了还能找回？其实很简单，可惜知道的人不多	unrelated
王思聪上节目表白赵丽颖称会一生守护她 林更新吃醋这样回应	王思聪的熊猫TV回应资金链断裂传闻—那是谣言，我不差钱	unrelated
吴亦凡被曝吸毒，受访期间摇头晃脑	吴亦凡公开回应吸毒谣言：昨天的误解，还是觉得挺无辜的	disagreed
好消息，2017年新农合新增五项补贴，农民速速申请！	新农合又有大动作，农民看病新增5项补贴，农民都可以领取！	agreed
农村留守妇女和孩子为什么害怕在外打工的丈夫突然回来？	农村留守妇女为何害怕老公突然回家？	agreed
国家出大招，“揪出”农村10万个贫困户，贫困农民的福音！	微博辟谣 国家精准扶贫发钱啦！假的！	unrelated
南昌省政府大院旁煤气爆炸。减肥养生招商15933068468	南昌重大煤气管道爆炸，不比911场面差多少。。。	agreed
伊利发声明：董事长潘刚身体仍在治疗恢复，无法出席博鳌论坛	刚刚，伊利股份回应称：市场传言均为谣言！！	unrelated
莫雷诺亲承考虑离开申花：已收到其他球队邀请 足协杯后定去留	李建滨辟谣转会传闻：只要申花需要，我就不会离开	unrelated
朱之文被村人唾骂，搬家时为村民最后唱了这首歌，全村痛哭流涕	朱之文被同村人唾骂，搬家时为村民最后唱了这首歌，全村人哭了	agreed
欺骗我们多年的人体排毒时间表！网友：还能不能好好过日子	欺骗我们多年的人体排毒时间表，背后竟然是	agreed
以前的2角的硬币，现在值多少钱？	家里的一分硬币现在值多少钱？	unrelated
力压章子怡夺校花，和刘涛同嫁豪门，胡静却深陷整容门、婚变门	刘涛婚变	unrelated
刘亦菲曾为干爹堕胎？女神级人物形象崩塌，是炒作还是确有其事？	神仙姐姐刘亦菲被曝做过变性手术和堕胎两大事件，真实原因是什么	unrelated
夏季的这两大水果一起吃不仅没营养，多食还有害健康，少吃为妙！	你还在吃草莓、西瓜？反季果蔬真的有害健康吗？	unrelated
杨幂游戏账号曝光，职场人可以学ab倪妮玩英雄联盟LOL解压！	杨幂撩电竞圈大神引迷弟醋意大发 网瘾少女游戏账号遭曝光	unrelated
市教育考试院提醒：高考季网络谣言别中招	辟谣！朋友圈频繁转发捡到准考证纯属谣言	unrelated
45岁以上农民注意，新农合新增5项补贴，你都拿了吗？	号外，2017年新农合新增五项补贴，农民速申请！值得一看	unrelated
奶茶妹妹的前男友曝光，是帅气才子？却因这个分手选择了刘强东！	同时删微博，难道刘强东奶茶妹分手了吗？2	unrelated
林更新与王丽坤的恋情坐实了，两人的这个小细节出卖了他	继赵又廷曝林更新与王丽坤恋情后，又一证据，说明两人在热恋中	agreed
2017年黑龙江玉米大豆生产补贴有消息了，9月底前全部发放！	农户注意啦！“严禁浇地，违者罚款，发放种植补助”纯属谣言！	unrelated
严查！郑州一面包车里塞了13人 驾驶员被罚200元记6分	【辟谣：郑州园博园8月15日试运营未经核	unrelated
你身边的天然降压药终于来了，每天吃点，血压偷偷稳降	血压高得干不了活？这些不起眼的食材每天吃点，血压稳降身体棒	agreed
艾草一把，专去腰间盘突出劲椎痛，实用简单又有效	腰间盘突出疼起来要人命！使用艾草来解决，腰疼腿麻脚麻都管用	agreed
山西五台山，有假和尚黑导游，五一旅游防止被坑骗，不要贪小便宜	辟谣丨五台山佛光寺要维修 还要封闭修十年？	unrelated
与糖尿病共度42年 民间“天然胰岛素” 用这方法摆脱药物	患糖尿病11年 每天来点天然‘胰岛素’ 谨防糖尿病6大并发症	agreed
受伤的不是鲁能女球迷，就能掩盖国安某些球迷的真实素质？	Uzi是队霸？RNG无心回应骂小狗毒瘤：都是引战谣言	unrelated
2018年开始，农民禁止在田里做这5件事，违者就受到国家重罚	朱之文被同村人唾骂，搬家时为村民最后唱了这首歌，全村落泪！	unrelated
冯小刚称看不懂《战狼2》，网友们愤怒骂冯，各种骂法多种多样	刚刚《战狼2》票房破40亿，冯小刚直呼看不懂大陆的电影市场	agreed
三高最怕这种酒，每天一杯高血压高血脂一扫而光！	重磅利好：乙肝神药研发成功，华为借壳医药龙头上市获批，十连板	unrelated
